Time,X,Y,Z
0.0125375,9.90939331054688,-0.02155517578125,-0.105380859375
0.1313321,9.9297509765625,-0.020357666015625,-0.116158447265625
0.2225615,9.9489111328125,-0.025147705078125,-0.1197509765625
0.3271379,9.94172607421875,-0.020357666015625,-0.149688720703125
0.4246309,9.9249609375,-0.03592529296875,-0.152083740234375
0.5222145,9.90699829101563,-0.01197509765625,-0.135318603515625
0.6236571,9.93693603515625,-0.01197509765625,-0.1149609375
0.7221532,9.92256591796875,-0.0143701171875,-0.11256591796875
0.8226865,9.93214599609375,-0.01916015625,-0.125738525390625
0.9239976,9.92376342773438,-0.015567626953125,-0.116158447265625
1.0225953,9.93334350585937,-0.02155517578125,-0.128133544921875
1.1223451,9.92855346679688,-0.03113525390625,-0.143701171875
1.2268694,9.93573852539063,-0.015567626953125,-0.14130615234375
1.3263977,9.89023315429688,-0.022752685546875,-0.1293310546875
1.4229129,9.89502319335937,-0.0383203125,-0.1676513671875
1.5224864,9.9105908203125,-0.020357666015625,-0.176033935546875
1.6268727,9.91178833007813,-0.020357666015625,-0.123343505859375
1.7228624,9.93813354492188,-0.032332763671875,-0.1580712890625
1.8231166,9.94052856445312,-0.00718505859375,-0.140108642578125
1.9216344,9.93214599609375,-0.028740234375,-0.140108642578125
2.0250237,9.92615844726563,-0.02155517578125,-0.154478759765625
2.1256401,9.91897338867188,-0.032332763671875,-0.130528564453125
2.223205,9.90580078125,-0.037122802734375,-0.113763427734375
2.3225257,9.9297509765625,-0.025147705078125,-0.111368408203125
2.422139,9.934541015625,-0.027542724609375,-0.14130615234375
2.5215577,9.92735595703125,-0.04071533203125,-0.19399658203125
2.6219629,9.95729370117188,-0.034727783203125,-0.10777587890625
2.7236409,9.94771362304687,-0.025147705078125,-0.1197509765625
2.8232091,9.94292358398438,-0.025147705078125,-0.118553466796875
2.9229421,9.94292358398438,-0.00239501953125,-0.1389111328125
3.0230989,9.92256591796875,-0.0047900390625,-0.09340576171875
3.125722,9.92615844726563,-0.039517822265625,-0.159268798828125
3.2301178,9.93693603515625,-0.009580078125,-0.15328125
3.3236732,9.93214599609375,-0.02155517578125,-0.13651611328125
3.4222923,9.915380859375,0.005987548828125,-0.14609619140625
3.5222325,9.92136840820313,-0.05029541015625,-0.1149609375
3.6216922,9.92615844726563,-0.008382568359375,-0.13412109375
3.7232264,9.9105908203125,-0.009580078125,-0.144898681640625
3.8226323,9.92735595703125,0.01676513671875,-0.118553466796875
3.9242697,9.90460327148438,-0.04550537109375,-0.1149609375
4.0280943,9.9249609375,-0.009580078125,-0.147293701171875
4.1214877,9.90460327148438,-0.03592529296875,-0.16046630859375
4.221919,9.9489111328125,-0.009580078125,-0.116158447265625
4.3240831,9.9489111328125,-0.032332763671875,-0.120948486328125
4.4218533,9.90220825195312,-0.009580078125,-0.1101708984375
4.5216575,9.92256591796875,-0.044307861328125,-0.135318603515625
4.6228693,9.94292358398438,-0.028740234375,-0.13651611328125
4.7229935,9.88783813476562,-0.02634521484375,-0.140108642578125
4.8266404,9.94292358398438,0.003592529296875,-0.144898681640625
4.9222321,9.92735595703125,-0.001197509765625,-0.142503662109375
5.022514,9.92735595703125,-0.01197509765625,-0.1484912109375
5.1261415,9.91418334960938,-0.017962646484375,-0.143701171875
5.2248236,9.93214599609375,-0.037122802734375,-0.094603271484375
5.3260656,9.915380859375,-0.020357666015625,-0.113763427734375
5.4220028,9.93573852539063,0.0047900390625,-0.11256591796875
5.5244597,9.9249609375,-0.049097900390625,-0.125738525390625
5.6217497,9.9249609375,-0.025147705078125,-0.16046630859375
5.7234793,9.91418334960938,-0.0143701171875,-0.11735595703125
5.8218706,9.94052856445312,-0.00239501953125,-0.144898681640625
5.9221016,9.934541015625,-0.028740234375,-0.1293310546875
6.0246498,9.93573852539063,-0.028740234375,-0.1293310546875
6.1271905,9.93573852539063,-0.02155517578125,-0.099393310546875
6.2219274,9.93813354492188,-0.03113525390625,-0.123343505859375
6.3219824,9.92376342773438,-0.0383203125,-0.1293310546875
